"NY1192904230",1,"Hogan: caught close to Giants dugout after a brisk run","FILENAME_TX","LINE_NUMBER_CT"
"NY1192909281",24,"Smashed to SS","1929NY1.EVN.regular.comment.csv",582
"NY1192909281",37,"Fine back-handed stop","1929NY1.EVN.regular.comment.csv",583
"NY1192909281",41,"Leaping catch","1929NY1.EVN.regular.comment.csv",584
"NY1192909281",52,"Into lower RF seats","1929NY1.EVN.regular.comment.csv",585
"NY1192909281",56,"High bounder","1929NY1.EVN.regular.comment.csv",586
"NY1192909281",60,"Lucas' ML debut","1929NY1.EVN.regular.comment.csv",587
"NY1192909282",15,"IPHR, to deep LCF","1929NY1.EVN.regular.comment.csv",588
"NY1192909282",17,"Through SS","1929NY1.EVN.regular.comment.csv",589
"NY1192909282",18,"Assuming Moore with assist; Dudley muffed a throw as he covered 1B on a bounder between the box and 2B.","1929NY1.EVN.regular.comment.csv",590
"NY1192909282",23,"Lucas pitched the 9th inning in Game 1 today","1929NY1.EVN.regular.comment.csv",591
"NY1192909282",32,"Shoestring catch","1929NY1.EVN.regular.comment.csv",592
"NY1192909282",44,"Parmelee's ML debut","1929NY1.EVN.regular.comment.csv",593
"NY1192909282",54,"Against upper RF pavilion","1929NY1.EVN.regular.comment.csv",594
"NY1192909282",61,"Marshall's ML debut","1929NY1.EVN.regular.comment.csv",595
"NY1192909282",63,"Tennant's ML debut","1929NY1.EVN.regular.comment.csv",596
"NY1192909282",67,"High bounder over Warner's head","1929NY1.EVN.regular.comment.csv",597
"NY1192909282",79,"High bounder","1929NY1.EVN.regular.comment.csv",598
"NY1192909290",58,"Inside the park.","1929NY1.EVN.regular.comment.csv",599
